date,value
2014-11-18,7.9829
2014-11-25,11.1270
2014-12-02,13.7380
2014-12-09,17.4743
2014-12-16,17.4223
2014-12-23,16.3178
2014-12-30,17.2816
2015-01-06,17.8735
2015-01-13,18.8743
2015-01-20,20.7981
2015-01-27,25.5463
2015-02-03,25.3422
2015-02-10,21.9865
2015-02-17,18.2844
2015-02-24,17.4616
2015-03-03,14.6859
2015-03-10,10.2930
2015-03-17,5.2577
2015-03-24,4.7449
2015-03-31,7.9767
2015-04-07,11.2783
2015-04-14,9.8266
2015-04-21,9.8652
2015-04-28,10.2363
2015-05-05,5.2936
2015-05-12,6.0115
2015-05-19,13.7922
2015-05-26,12.8731
2015-06-02,12.3181
2015-06-09,7.8112
2015-06-16,7.2825
2015-06-23,7.9074
2015-06-30,3.5365
2015-07-07,1.2129
2015-07-14,0.7280
2015-07-21,-1.6485
2015-07-28,-1.7971
2015-08-04,-1.6184
2015-08-11,-0.4406
2015-08-18,2.0051
2015-08-25,6.6919
2015-09-01,7.2972
2015-09-08,4.5868
2015-09-15,1.1274
2015-09-22,3.5175
2015-09-29,6.9738
2015-10-06,7.9590
2015-10-13,12.8706
2015-10-20,17.7505
2015-10-27,18.5013
2015-11-03,11.4067
2015-11-10,3.3666
2015-11-17,-1.3693
2015-11-24,-2.7372
2015-12-01,-3.3474
2015-12-08,-2.5977
2015-12-15,-3.9527
2015-12-22,-2.6559
2015-12-29,-4.4933
2016-01-05,-2.4567
2016-01-12,0.1636
2016-01-19,0.3410
2016-01-26,4.4975
2016-02-02,6.6315
2016-02-09,11.3249
2016-02-16,13.4683
2016-02-23,16.8374
2016-03-01,17.4568
2016-03-08,18.8057
2016-03-15,19.2749
2016-03-22,20.6435
2016-03-29,23.9148
2016-04-05,23.8610
2016-04-12,24.7747
2016-04-19,25.5729
2016-04-26,26.1570
2016-05-03,28.5989
2016-05-10,27.5615
2016-05-17,26.8495
2016-05-24,21.8276
2016-05-31,22.9105
2016-06-07,26.6061
2016-06-14,30.3115
2016-06-21,31.5127
2016-06-28,31.9677
2016-07-05,30.3217
2016-07-12,29.8126
2016-07-19,29.7156
2016-07-26,32.1859
2016-08-02,31.5981
2016-08-09,31.0572
2016-08-16,30.2763
2016-08-23,31.8356
2016-08-30,30.5497
2016-09-06,33.5596
2016-09-13,30.8715
2016-09-20,27.6274
2016-09-27,33.0394
2016-10-04,26.9263
2016-10-11,21.0291
2016-10-18,18.8505
2016-10-25,20.6102
2016-11-01,23.3403
2016-11-08,23.5748
2016-11-15,18.5377
2016-11-22,19.1197
2016-11-29,17.2078
2016-12-06,13.2881
2016-12-13,11.0429
2016-12-20,8.3218
2016-12-27,6.9038
2017-01-03,5.6042
2017-01-10,8.4196
2017-01-17,8.6951
2017-01-24,8.4837
2017-01-31,12.4580
2017-02-07,12.1646
2017-02-14,10.8267
2017-02-21,12.6578
2017-02-28,18.5411
2017-03-07,14.5538
2017-03-14,7.7387
2017-03-21,9.7335
2017-03-28,15.3648
2017-04-04,18.4069
2017-04-11,20.5994
2017-04-18,22.2425
2017-04-25,24.7431
2017-05-02,22.6093
2017-05-09,15.6723
2017-05-16,10.9215
2017-05-23,16.8665
2017-05-30,21.0305
2017-06-06,23.9721
2017-06-13,22.7119
2017-06-20,16.2048
2017-06-27,12.0937
2017-07-03,5.8099
2017-07-11,3.9992
2017-07-18,4.1993
2017-07-25,11.1396
2017-08-01,18.8075
2017-08-08,21.7281
2017-08-15,25.8580
2017-08-22,26.4792
2017-08-29,29.3481
2017-09-05,29.0132
2017-09-12,30.9844
2017-09-19,29.4397
2017-09-26,26.7967
2017-10-03,25.2396
2017-10-10,24.2980
2017-10-17,23.4360
2017-10-24,23.3073
2017-10-31,22.9583
2017-11-07,23.7161
2017-11-14,24.4344
2017-11-21,24.0802
2017-11-28,30.5928
2017-12-05,21.7928
2017-12-12,12.7059
2017-12-19,13.8260
2017-12-26,17.6447
2018-01-02,22.0826
2018-01-09,26.4924
2018-01-16,25.0709
2018-01-23,25.8049
2018-01-30,27.5896
2018-02-06,25.1853
2018-02-13,24.0796
2018-02-20,24.1962
2018-02-27,21.6947
2018-03-06,22.3805
2018-03-13,19.8946
2018-03-20,16.1294
2018-03-27,23.3350
2018-04-03,19.6341
2018-04-10,19.0532
2018-04-17,19.2493
2018-04-24,15.6282
2018-05-01,7.2683
2018-05-08,7.5219
2018-05-15,4.2315
2018-05-22,3.7670
2018-05-29,9.1283
2018-06-05,8.9548
